"Story","Title","Result","Date","Stability","Duration (s)"
"CP01 - Validar resolución de la XVI Evaluación del Módulo Encuesta","CP01/01 - Validar resolución de evaluación de entrada","SUCCESS","2023-08-14T15:34:12.1184386-05:00[America/Lima]","0.0","29.34"
