"Story","Title","Result","Date","Stability","Duration (s)"
"CP01 - Validar resolución de la XVI Evaluación del Módulo Encuesta","CP01/06 - Validar resolución de examen final","SUCCESS","2023-08-14T15:36:16.5431661-05:00[America/Lima]","0.0","22.23"
