"Story","Title","Result","Date","Stability","Duration (s)"
"CP01 - Validar resolución de la XVI Evaluación del Módulo Encuesta","CP01/02 - Validar resolución de primera evaluación parcial","SUCCESS","2023-08-14T15:34:41.4761824-05:00[America/Lima]","0.0","26.77"
