"Story","Title","Result","Date","Stability","Duration (s)"
"CP02 - Validar resolución de la XI Evaluación del Módulo Cartografica","CP02/03 - Validar resolución de examen final","SUCCESS","2023-08-14T15:37:25.2225822-05:00[America/Lima]","0.0","24.05"
